 SET_RIVER_POINTS_FROM_DN  ModuleBasinGeometry       FALSE                     From File                 FALSE                                                        YES
 REMOVE_DEPRESSIONS        ModuleBasinGeometry       FALSE                     From File                 FALSE                                                        YES
 TRESHOLD_AREA             ModuleBasinGeometry       Do not have               From File                 500000.000000000                                             YES
 MICRO_CHANNEL             ModuleBasinGeometry       1.00000000000000          From File                 1.00000000000000                                             YES
 RESERVOIRS                ModuleBasinGeometry       FALSE                     From File                 FALSE                                                        YES
 OUTPUT_HDF5               ModuleBasinGeometry       FALSE                     From File                 FALSE                                                        YES
 DRAINED_AREA              ModuleBasinGeometry       FALSE                     From File                 FALSE                                                        YES
 DRAINAGE_DIRECTION        ModuleBasinGeometry       FALSE                     From File                 FALSE                                                        YES
 CELL_SLOPE                ModuleBasinGeometry       FALSE                     From File                 FALSE                                                        YES
 DELINEATE_BASIN           ModuleBasinGeometry       FALSE                     From File                 FALSE                                                        YES
 WRITE_REACHES             ModuleBasinGeometry       FALSE                     From File                 FALSE                                                        YES
 INITIAL_WATER_COLUMN      ModuleBasin               Do not have               From File                 -9.900000000000000E+015                                      YES
 CONTINUOUS                ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 STOP_ON_WRONG_DATE        ModuleBasin               TRUE                      From File                 TRUE                                                         YES
 VERIFY_MASS               ModuleBasin               FALSE                     From File                 TRUE                                                         YES
 VERIFY_ATMOSPHERE_VALUES  ModuleBasin               TRUE                      From File                 TRUE                                                         YES
 COMPUTE_WATER_BALANCE     ModuleBasin               FALSE                     From File                 TRUE                                                         YES
 TIME_SERIE_LOCATION_BWB   ModuleBasin               ..\data\Basin.dat         From File                 ..\General Data\Timeseries Location\TimeSeriesLocation2D_WB. YES
 CALIBRATING_1D            ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 DT_DURING_RAIN            ModuleBasin               60.0000000000000          From File                 200.000000000000                                             YES
 ADJUST_DT_FOR_RAIN        ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 CONCENTRATE_RAIN          ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 DIFFUSE_WATER_SOURCE      ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 EVAP_METHOD               ModuleBasin               2                         From File                 3                                                            YES
 EXTINCTION_COEF           ModuleBasin               0.600000000000000         From File                 0.600000000000000                                            YES
 ATMOSPHERE                ModuleBasin               TRUE                      From File                 TRUE                                                         YES
 IRRIGATION                ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 EVAPOTRANSPIRATION        ModuleBasin               FALSE                     From File                 TRUE                                                         YES
 EVAPOTRANSPIRATION_METHOD ModuleBasin               1                         From File                 2                                                            YES
 POROUS_MEDIA              ModuleBasin               TRUE                      From File                 TRUE                                                         YES
 POROUS_MEDIA_PROPERTIES   ModuleBasin               FALSE                     From File                 TRUE                                                         YES
 RUN_OFF                   ModuleBasin               TRUE                      From File                 TRUE                                                         YES
 RUN_OFF_PROPERTIES        ModuleBasin               FALSE                     From File                 TRUE                                                         YES
 DRAINAGE_NET              ModuleBasin               TRUE                      From File                 FALSE                                                        YES
 VEGETATION                ModuleBasin               TRUE                      From File                 TRUE                                                         YES
 RESERVOIRS                ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 SIMPLE_INFILTRATION       ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 SCSCN_RUNOFF_MODEL        ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 OUTPUT_TIME               Unknown Client            Do not have               From File                 0.000000000000000E+000   86400.0000000000                    YES
 EVTP_OUTPUT_TIME          Unknown Client            Do not have               From File                                                                              YES
 EVTP_OUTPUT_TIME2         Unknown Client            Do not have               From File                                                                              YES
 EVTPINST_OUTPUT_TIME      Unknown Client            Do not have               From File                                                                              YES
 RESTART_FILE_OUTPUT_TIME  Unknown Client            Do not have               From File                                                                              YES
 RESTART_FILE_OVERWRITE    ModuleBasin               TRUE                      From File                 TRUE                                                         YES
 TIME_SERIE_LOCATION       ModuleBasin               ..\data\Basin.dat         From File                 ..\General Data\Timeseries Location\TimeSeriesLocation2D.dat YES
 DAILY_FLOW                ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 MONTHLY_FLOW              ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 SNOW                      ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 DEFAULT_KC_WHEN_LAI_ZERO  ModuleBasin               Do not have               From File                 -9.900000000000000E+015                                      YES
 KC_MIN                    ModuleBasin               Do not have               From File                 -9.900000000000000E+015                                      YES
 USE_REF_EVTP_IF_NEEDED    ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 CONTROL_DT_CHANGES        ModuleBasin               TRUE                      From File                 TRUE                                                         YES
 CHUNK_K_FACTOR            ModuleBasin               -999999                   From File                 -999999                                                      YES
 CHUNK_I_FACTOR            ModuleBasin               -999999                   From File                 -999999                                                      YES
 CHUNK_J_FACTOR            ModuleBasin               -999999                   From File                 -999999                                                      YES
 KC_THRESHOLDS             ModuleBasin               Do not have               From File                                                                              YES
 INTEGRATION               ModuleBasin               FALSE                     From File                 FALSE                                                        YES
 SYNC_DT                   ModuleBasin               86400.0000000000          From File                 86400.0000000000                                             YES
 MIN_DT                    ModuleBasin               -9.900000000000000E+015   From File                 -9.900000000000000E+015                                      YES
 SURF_DAT                  Unknown Client            Do not have               From File                 ..\data\Atmosphere.dat                                       YES
 SURF_HDF                  Unknown Client            Do not have               From File                 ..\res\Atmosphere.hdf                                        YES
 WIND_MEASUREMENT_HEIGHT   ModuleAtmosphere          Do not have               From File                 -9.900000000000000E+015                                      YES
 AIR_MEASUREMENT_HEIGHT    ModuleAtmosphere          Do not have               From File                 -9.900000000000000E+015                                      YES
 RADIATION_METHOD          ModuleAtmosphere          1                         From File                 1                                                            YES
 CLOUD_COVER_METHOD        ModuleAtmosphere          3                         From File                 3                                                            YES
 CLOUD_COVER_NIGHT         ModuleAtmosphere          0.595000000000000         From File                 0.595000000000000                                            YES
 CLOUD_COVER_MIN_DAY       ModuleAtmosphere          0.300000000000000         From File                 0.300000000000000                                            YES
 PREDICT_DT                ModuleAtmosphere          TRUE                      From File                 TRUE                                                         YES
 PREDICT_DT_METHOD         ModuleAtmosphere          2                         From File                 2                                                            YES
 RAIN_LIMITS               ModuleAtmosphere          Do not have               From File                 5.00000000000000        1800.00000000000        10.000000000 YES
 IRRI_LIMITS               ModuleAtmosphere          Do not have               From File                                                                              YES
 OVERRIDE_WIND_VEL_STANDAR ModuleAtmosphere          FALSE                     From File                 FALSE                                                        YES
 NAME                      Unknown Client            Do not have               From Block                precipitation                                                YES
 DYNAMIC                   Unknown Client            FALSE                     From Block                FALSE                                                        YES
 UNITS                     Unknown Client            Do not have               From Block                mm                                                           YES
 DESCRIPTION               Unknown Client            Do not have               From Block                precipitation                                                YES
 NO_INTERPOLATION          ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 FILE_IN_TIME              ModuleFillMatrix          None                      From Block                TIMESERIE                                                    YES
 DEFAULTVALUE              ModuleFillMatrix          -9.900000000000000E+015   From Block                0.000000000000000E+000                                       YES
 INTERPOLATE_VALUES        ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 ACCUMULATE_VALUES         ModuleFillMatrix          FALSE                     From Block                TRUE                                                         YES
 USE_ORIGINAL_VALUES       ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 VALUES_TYPE               ModuleFillMatrix          1                         From Block                1                                                            YES
 NO_INTERPOLATION_OR_ACCUM ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 NO_INTERPOLATION          ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 MIN_FOR_DT_DECREASE       ModuleFillMatrix          1.000000000000000E-015    From Block                1.000000000000000E-015                                       YES
 PREVIOUS_INSTANT_VALUES   ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 IGNORE_NODATA_POINT       ModuleFillMatrix          TRUE                      From Block                TRUE                                                         YES
 PREDICT_DT_METHOD         ModuleFillMatrix          2                         From Block                2                                                            YES
 FILENAME                  ModuleFillMatrix          Do not have               From Block                ..\General Data\Boundary Conditions\MachoqueirodeGrou.ets    YES
 DATA_COLUMN               ModuleFillMatrix          Do not have               From Block                9                                                            YES
 TIME_UNITS                ModuleTimeSerie           Do not have               From File                 SECONDS                                                      YES
 SERIE_INITIAL_DATA        ModuleTimeSerie           Do not have               From File                 2010.00000000000        1.00000000000000        1.0000000000 YES
 TIME_CYCLE                ModuleTimeSerie           FALSE                     From File                 FALSE                                                        YES
 RANDOM_COMPONENT          ModuleAtmosphere          Do not have               From Block                -9.900000000000000E+015                                      YES
 IRRIGATION                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 PRECIPITATION             ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 USE_TO_PREDICT_DT         ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 OUTPUT_HDF                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 TIME_SERIE                ModuleAtmosphere          FALSE                     From Block                TRUE                                                         YES
 BOX_TIME_SERIE            ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 STATISTICS                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 NAME                      Unknown Client            Do not have               From Block                nitrate                                                      YES
 DYNAMIC                   Unknown Client            FALSE                     From Block                FALSE                                                        YES
 UNITS                     Unknown Client            Do not have               From Block                mg/l                                                         YES
 DESCRIPTION               Unknown Client            Do not have               From Block                nitrate in rain                                              YES
 NO_INTERPOLATION          ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 FILE_IN_TIME              ModuleFillMatrix          None                      From Block                None                                                         YES
 INITIALIZATION_METHOD     ModuleFillMatrix          Constant                  From Block                Constant                                                     YES
 REMAIN_CONSTANT           ModuleFillMatrix          FALSE                     From Block                TRUE                                                         YES
 INITIALIZATION_DEFAULT    ModuleFillMatrix          Constant                  From Block                Constant                                                     YES
 DEFAULTVALUE              ModuleFillMatrix          -9.900000000000000E+015   From Block                1.00000000000000                                             YES
 INTERPOLATE_VALUES        ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 ACCUMULATE_VALUES         ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 USE_ORIGINAL_VALUES       ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 VALUES_TYPE               ModuleFillMatrix          1                         From Block                1                                                            YES
 NO_INTERPOLATION_OR_ACCUM ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 NO_INTERPOLATION          ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 MIN_FOR_DT_DECREASE       ModuleFillMatrix          1.000000000000000E-015    From Block                1.000000000000000E-015                                       YES
 PREVIOUS_INSTANT_VALUES   ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 IGNORE_NODATA_POINT       ModuleFillMatrix          TRUE                      From Block                TRUE                                                         YES
 PREDICT_DT_METHOD         ModuleFillMatrix          2                         From Block                2                                                            YES
 RANDOM_COMPONENT          ModuleAtmosphere          Do not have               From Block                -9.900000000000000E+015                                      YES
 IRRIGATION                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 PRECIPITATION             ModuleAtmosphere          FALSE                     From Block                TRUE                                                         YES
 USE_TO_PREDICT_DT         ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 OUTPUT_HDF                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 TIME_SERIE                ModuleAtmosphere          FALSE                     From Block                TRUE                                                         YES
 BOX_TIME_SERIE            ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 STATISTICS                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 NAME                      Unknown Client            Do not have               From Block                oxygen                                                       YES
 DYNAMIC                   Unknown Client            FALSE                     From Block                FALSE                                                        YES
 UNITS                     Unknown Client            Do not have               From Block                mg/l                                                         YES
 DESCRIPTION               Unknown Client            Do not have               From Block                oxygen in rain                                               YES
 NO_INTERPOLATION          ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 FILE_IN_TIME              ModuleFillMatrix          None                      From Block                None                                                         YES
 INITIALIZATION_METHOD     ModuleFillMatrix          Constant                  From Block                Constant                                                     YES
 REMAIN_CONSTANT           ModuleFillMatrix          FALSE                     From Block                TRUE                                                         YES
 INITIALIZATION_DEFAULT    ModuleFillMatrix          Constant                  From Block                Constant                                                     YES
 DEFAULTVALUE              ModuleFillMatrix          -9.900000000000000E+015   From Block                10.0000000000000                                             YES
 INTERPOLATE_VALUES        ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 ACCUMULATE_VALUES         ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 USE_ORIGINAL_VALUES       ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 VALUES_TYPE               ModuleFillMatrix          1                         From Block                1                                                            YES
 NO_INTERPOLATION_OR_ACCUM ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 NO_INTERPOLATION          ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 MIN_FOR_DT_DECREASE       ModuleFillMatrix          1.000000000000000E-015    From Block                1.000000000000000E-015                                       YES
 PREVIOUS_INSTANT_VALUES   ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 IGNORE_NODATA_POINT       ModuleFillMatrix          TRUE                      From Block                TRUE                                                         YES
 PREDICT_DT_METHOD         ModuleFillMatrix          2                         From Block                2                                                            YES
 RANDOM_COMPONENT          ModuleAtmosphere          Do not have               From Block                -9.900000000000000E+015                                      YES
 IRRIGATION                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 PRECIPITATION             ModuleAtmosphere          FALSE                     From Block                TRUE                                                         YES
 USE_TO_PREDICT_DT         ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 OUTPUT_HDF                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 TIME_SERIE                ModuleAtmosphere          FALSE                     From Block                TRUE                                                         YES
 BOX_TIME_SERIE            ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 STATISTICS                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 NAME                      Unknown Client            Do not have               From Block                solar radiation                                              YES
 DYNAMIC                   Unknown Client            FALSE                     From Block                FALSE                                                        YES
 UNITS                     Unknown Client            Do not have               From Block                W/m2                                                         YES
 DESCRIPTION               Unknown Client            Do not have               From Block                Climatologic Solar Radiation                                 YES
 NO_INTERPOLATION          ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 FILE_IN_TIME              ModuleFillMatrix          None                      From Block                TIMESERIE                                                    YES
 DEFAULTVALUE              ModuleFillMatrix          -9.900000000000000E+015   From Block                0.000000000000000E+000                                       YES
 INTERPOLATE_VALUES        ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 ACCUMULATE_VALUES         ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 USE_ORIGINAL_VALUES       ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 VALUES_TYPE               ModuleFillMatrix          1                         From Block                1                                                            YES
 NO_INTERPOLATION_OR_ACCUM ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 NO_INTERPOLATION          ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 MIN_FOR_DT_DECREASE       ModuleFillMatrix          1.000000000000000E-015    From Block                1.000000000000000E-015                                       YES
 PREVIOUS_INSTANT_VALUES   ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 IGNORE_NODATA_POINT       ModuleFillMatrix          TRUE                      From Block                TRUE                                                         YES
 PREDICT_DT_METHOD         ModuleFillMatrix          2                         From Block                2                                                            YES
 FILENAME                  ModuleFillMatrix          Do not have               From Block                ..\General Data\Boundary Conditions\MachoqueirodeGrou.ets    YES
 DATA_COLUMN               ModuleFillMatrix          Do not have               From Block                11                                                           YES
 TIME_UNITS                ModuleTimeSerie           Do not have               From File                 SECONDS                                                      YES
 SERIE_INITIAL_DATA        ModuleTimeSerie           Do not have               From File                 2010.00000000000        1.00000000000000        1.0000000000 YES
 TIME_CYCLE                ModuleTimeSerie           FALSE                     From File                 FALSE                                                        YES
 RANDOM_COMPONENT          ModuleAtmosphere          Do not have               From Block                -9.900000000000000E+015                                      YES
 IRRIGATION                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 PRECIPITATION             ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 USE_TO_PREDICT_DT         ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 OUTPUT_HDF                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 TIME_SERIE                ModuleAtmosphere          FALSE                     From Block                TRUE                                                         YES
 BOX_TIME_SERIE            ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 STATISTICS                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 NAME                      Unknown Client            Do not have               From Block                air temperature                                              YES
 DYNAMIC                   Unknown Client            FALSE                     From Block                FALSE                                                        YES
 UNITS                     Unknown Client            Do not have               From Block                ºC                                                          YES
 DESCRIPTION               Unknown Client            Do not have               From Block                air temperature from time serie                              YES
 NO_INTERPOLATION          ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 FILE_IN_TIME              ModuleFillMatrix          None                      From Block                TIMESERIE                                                    YES
 DEFAULTVALUE              ModuleFillMatrix          -9.900000000000000E+015   From Block                20.0000000000000                                             YES
 INTERPOLATE_VALUES        ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 ACCUMULATE_VALUES         ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 USE_ORIGINAL_VALUES       ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 VALUES_TYPE               ModuleFillMatrix          1                         From Block                1                                                            YES
 NO_INTERPOLATION_OR_ACCUM ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 NO_INTERPOLATION          ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 MIN_FOR_DT_DECREASE       ModuleFillMatrix          1.000000000000000E-015    From Block                1.000000000000000E-015                                       YES
 PREVIOUS_INSTANT_VALUES   ModuleFillMatrix          FALSE                     From Block                FALSE                                                        YES
 IGNORE_NODATA_POINT       ModuleFillMatrix          TRUE                      From Block                TRUE                                                         YES
 PREDICT_DT_METHOD         ModuleFillMatrix          2                         From Block                2                                                            YES
 FILENAME                  ModuleFillMatrix          Do not have               From Block                ..\General Data\Boundary Conditions\MachoqueirodeGrou.ets    YES
 DATA_COLUMN               ModuleFillMatrix          Do not have               From Block                8                                                            YES
 TIME_UNITS                ModuleTimeSerie           Do not have               From File                 SECONDS                                                      YES
 SERIE_INITIAL_DATA        ModuleTimeSerie           Do not have               From File                 2010.00000000000        1.00000000000000        1.0000000000 YES
 TIME_CYCLE                ModuleTimeSerie           FALSE                     From File                 FALSE                                                        YES
 RANDOM_COMPONENT          ModuleAtmosphere          Do not have               From Block                -9.900000000000000E+015                                      YES
 IRRIGATION                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 PRECIPITATION             ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 USE_TO_PREDICT_DT         ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 OUTPUT_HDF                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 TIME_SERIE                ModuleAtmosphere          FALSE                     From Block                TRUE                                                         YES
 BOX_TIME_SERIE            ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 STATISTICS                ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 NAME                      Unknown Client            Do not have               From Block                relative humidity                                            YES
 DYNAMIC                   Unknown Client            FALSE                     From Block                FALSE                                                        YES
 UNITS                     Unknown Client            Do not have               From Block                fraction                                                     YES
 DESCRIPTION               Unknown Client            Do not have               From Block                relative humidity from time serie                            YES
 NO_INTERPOLATION          ModuleAtmosphere          FALSE                     From Block                FALSE                                                        YES
 FILE_IN_TIME              ModuleFillMatrix          None                      From Block                TIMESERIE                                                    YES
